voivodeship_id,city_PL,city_EN
16,Międzyzdroje,Międzyzdroje
16,Wolin,Wolin
16,Dziwnów,Dziwnów
16,Rewal,Rewal
16,Karnice,Karnice
16,Trzebiatów,Trzebiatów
16,Kołobrzeg (wieś),Kołobrzeg (wieś)
16,Ustronie Morskie,Ustronie Morskie
16,Siemyśl,Siemyśl
16,Rymań,Rymań
16,Białogard (wieś),Białogard (wieś)
16,Rąbino,Rąbino
16,Tychowo (wieś),Tychowo (wieś)
16,Świdwin (wieś),Świdwin (wieś)
16,Sławoborze,Sławoborze
16,Brzeżno,Brzeżno
16,Łobez (wieś),Łobez (wieś)
16,Węgorzyno,Węgorzyno
16,Dobra,Dobra
16,Radowo Małe,Radowo Małe
16,Maszewo,Maszewo
16,Przybiernów,Przybiernów
16,Stepnica,Stepnica
16,Nowogard (wieś),Nowogard (wieś)
16,Osina,Osina
16,Goleniów (wieś),Goleniów (wieś)
16,Stargard (wieś),Stargard (wieś)
16,Dobrzany,Dobrzany
16,Chociwel,Chociwel
16,Ińsko,Ińsko
16,Suchań,Suchań
16,Kobylanka,Kobylanka
16,Marianowo,Marianowo
16,Stare Czarnowo,Stare Czarnowo
16,Gryfino (wieś),Gryfino (wieś)
16,Banie,Banie
16,Trzcińsko-Zdrój,Trzcińsko-Zdrój
16,Lipiany,Lipiany
16,Myślibórz (wieś),Myślibórz (wieś)
16,Barlinek (wieś),Barlinek (wieś)
16,Pełczyce,Pełczyce
16,Krzęcin,Krzęcin
16,Choszczno (wieś),Choszczno (wieś)
16,Recz,Recz
16,Kalisz Pomorski (wieś),Kalisz Pomorski (wieś)
16,Drawsko Pomorskie (wieś),Drawsko Pomorskie (wieś)
16,Ostrowice,Ostrowice
16,Złocieniec (wieś),Złocieniec (wieś)
16,Czaplinek (wieś),Czaplinek (wieś)
16,Wałcz (wieś),Wałcz (wieś)
16,Tuczno,Tuczno
16,Człopa,Człopa
16,Mirosławiec,Mirosławiec
16,Szczecinek (wieś),Szczecinek (wieś)
16,Biały Bór,Biały Bór
16,Borne Sulinowo,Borne Sulinowo
16,Grzmiąca,Grzmiąca
16,Polanów,Polanów
16,Bobolice,Bobolice
16,Manowo,Manowo
16,Będzino,Będzino
16,Mielno,Mielno
16,Sianów,Sianów
16,Koszalin (wieś),Koszalin (wieś)

